client_id,Variation_x,Variation_y,Variation
3037751,Control,Control,Control
5612543,Test,Test,Test
2601868,Test,Test,Test
6998768,Test,Test,Test
3552309,Test,Test,Test
280640,Control,Control,Control
8883167,Test,Test,Test
9946042,Test,Test,Test
663711,Test,Test,Test
2629733,Control,Control,Control
4309057,Test,Test,Test
4070645,Test,Test,Test
917800,Control,Control,Control
6725926,Control,Control,Control
9608866,Control,Control,Control
7343742,Control,Control,Control
2808727,Control,Control,Control
9582963,Test,Test,Test
2559930,Control,Control,Control
4147280,Control,Control,Control
7928821,Test,Test,Test
7345491,Test,Test,Test
9875372,Test,Test,Test
3492512,Test,Test,Test
2615545,Test,Test,Test
841699,Test,Test,Test
7836898,Test,Test,Test
546461,Test,Test,Test
6155912,Control,Control,Control
4134661,Test,Test,Test
6793703,Test,Test,Test
9638530,Test,Test,Test
661171,Test,Test,Test
7225623,Control,Control,Control
9905146,Control,Control,Control
6101638,Control,Control,Control
4494418,Test,Test,Test
6776391,Control,Control,Control
3787912,Control,Control,Control
8716565,Test,Test,Test
3522819,Control,Control,Control
3882086,Control,Control,Control
6767276,Control,Control,Control
7779213,Test,Test,Test
4382767,Test,Test,Test
9342917,Control,Control,Control
480811,Control,Control,Control
8899589,Control,Control,Control
938088,Test,Test,Test
410527,Control,Control,Control
1854993,Test,Test,Test
6784676,Test,Test,Test
9290429,Control,Control,Control
1907211,Control,Control,Control
2378055,Test,Test,Test
1458074,Test,Test,Test
6730557,Control,Control,Control
8052084,Test,Test,Test
2582853,Test,Test,Test
9209353,Control,Control,Control
3522550,Test,Test,Test
2598263,Test,Test,Test
452274,Control,Control,Control
4009584,Control,Control,Control
5892346,Control,Control,Control
4840686,Control,Control,Control
4418079,Test,Test,Test
2809668,Test,Test,Test
1104755,Test,Test,Test
9678667,Test,Test,Test
9268647,Control,Control,Control
9289251,Test,Test,Test
426074,Test,Test,Test
8841258,Control,Control,Control
4098071,Test,Test,Test
1606479,Test,Test,Test
8563448,Test,Test,Test
6734265,Control,Control,Control
5485112,Test,Test,Test
4134775,Test,Test,Test
6424603,Test,Test,Test
2463844,Test,Test,Test
4317393,Test,Test,Test
8025576,Test,Test,Test
5030525,Control,Control,Control
3909011,Test,Test,Test
9549908,Control,Control,Control
5572966,Test,Test,Test
4699642,Control,Control,Control
2357490,Control,Control,Control
811242,Control,Control,Control
5147792,Test,Test,Test
4340493,Test,Test,Test
7796066,Test,Test,Test
8562013,Control,Control,Control
3269880,Control,Control,Control
4757684,Test,Test,Test
2907270,Control,Control,Control
8818329,Test,Test,Test
5412721,Control,Control,Control
2071841,Control,Control,Control
7287656,Test,Test,Test
6546613,Control,Control,Control
9684706,Test,Test,Test
8037539,Test,Test,Test
806442,Control,Control,Control
4498809,Test,Test,Test
6803053,Control,Control,Control
9333749,Control,Control,Control
2359159,Control,Control,Control
1499088,Control,Control,Control
3939719,Control,Control,Control
1501027,Test,Test,Test
1392842,Test,Test,Test
4450581,Test,Test,Test
3549548,Control,Control,Control
6725780,Control,Control,Control
1906379,Test,Test,Test
6084029,Test,Test,Test
2996230,Control,Control,Control
9930063,Test,Test,Test
1913082,Control,Control,Control
3457117,Test,Test,Test
5688492,Control,Control,Control
9060425,Test,Test,Test
7572986,Test,Test,Test
2149205,Control,Control,Control
1369270,Control,Control,Control
6439990,Test,Test,Test
9371037,Test,Test,Test
3281716,Test,Test,Test
3084509,Control,Control,Control
1759700,Control,Control,Control
1210804,Test,Test,Test
2639740,Control,Control,Control
4927781,Test,Test,Test
6917895,Control,Control,Control
5913445,Test,Test,Test
7492322,Test,Test,Test
6210162,Control,Control,Control
4127597,Test,Test,Test
354541,Test,Test,Test
2693433,Test,Test,Test
9696890,Test,Test,Test
5132085,Test,Test,Test
6085193,Test,Test,Test
262702,Test,Test,Test
9516559,Control,Control,Control
8421108,Control,Control,Control
2147313,Test,Test,Test
8927536,Control,Control,Control
2753020,Test,Test,Test
9449889,Control,Control,Control
914926,Test,Test,Test
1482562,Control,Control,Control
1946068,Control,Control,Control
8609715,Control,Control,Control
410298,Test,Test,Test
7300238,Control,Control,Control
659800,Control,Control,Control
1883495,Test,Test,Test
7214869,Control,Control,Control
7269600,Control,Control,Control
2604894,Test,Test,Test
5908339,Control,Control,Control
7332887,Test,Test,Test
4269937,Control,Control,Control
1419408,Control,Control,Control
991383,Test,Test,Test
7111225,Test,Test,Test
5312586,Control,Control,Control
3054118,Control,Control,Control
3268387,Control,Control,Control
9801271,Control,Control,Control
7262817,Control,Control,Control
1494215,Test,Test,Test
4010843,Control,Control,Control
8552493,Test,Test,Test
8731048,Control,Control,Control
8753218,Control,Control,Control
7182695,Test,Test,Test
2056567,Control,Control,Control
4594618,Test,Test,Test
5610470,Control,Control,Control
1901853,Control,Control,Control
5669993,Test,Test,Test
1009318,Test,Test,Test
1675422,Control,Control,Control
6048186,Test,Test,Test
6224458,Test,Test,Test
9243700,Control,Control,Control
916018,Test,Test,Test
1027958,Test,Test,Test
9276193,Control,Control,Control
7344378,Test,Test,Test
8339419,Test,Test,Test
9328852,Control,Control,Control
4006246,Test,Test,Test
8150867,Test,Test,Test
5810660,Control,Control,Control
428635,Control,Control,Control
6170523,Control,Control,Control
6747982,Control,Control,Control
3622914,Control,Control,Control
2429429,Test,Test,Test
2019893,Test,Test,Test
7510127,Test,Test,Test
1899793,Control,Control,Control
4513475,Control,Control,Control
4784909,Test,Test,Test
2027429,Control,Control,Control
8413895,Control,Control,Control
8139858,Test,Test,Test
9269060,Test,Test,Test
5766782,Test,Test,Test
5002549,Control,Control,Control
1819032,Test,Test,Test
8518982,Test,Test,Test
1210487,Test,Test,Test
1419301,Test,Test,Test
2372230,Control,Control,Control
7516737,Control,Control,Control
4609176,Test,Test,Test
6270117,Test,Test,Test
2139166,Control,Control,Control
9346966,Test,Test,Test
4456518,Control,Control,Control
9309221,Test,Test,Test
6805654,Control,Control,Control
7728815,Control,Control,Control
3777319,Test,Test,Test
3382291,Test,Test,Test
1391521,Test,Test,Test
5646178,Control,Control,Control
9755965,Control,Control,Control
6470753,Control,Control,Control
1235798,Control,Control,Control
7761203,Test,Test,Test
3542842,Test,Test,Test
5442490,Test,Test,Test
5725217,Test,Test,Test
4912879,Control,Control,Control
8287554,Control,Control,Control
7696017,Control,Control,Control
6840168,Control,Control,Control
1582402,Control,Control,Control
8238138,Test,Test,Test
8543796,Control,Control,Control
4083243,Test,Test,Test
7289367,Control,Control,Control
9452891,Control,Control,Control
3061491,Test,Test,Test
6305157,Test,Test,Test
1436928,Test,Test,Test
5990202,Control,Control,Control
5499413,Test,Test,Test
9637942,Control,Control,Control
1283117,Test,Test,Test
1274430,Test,Test,Test
7445327,Test,Test,Test
2986674,Test,Test,Test
9537818,Test,Test,Test
1876212,Control,Control,Control
8666113,Control,Control,Control
3929612,Test,Test,Test
6612287,Test,Test,Test
432607,Test,Test,Test
8252168,Test,Test,Test
2238419,Control,Control,Control
3597484,Control,Control,Control
5001834,Control,Control,Control
1751888,Control,Control,Control
1797401,Test,Test,Test
6077122,Test,Test,Test
1116710,Test,Test,Test
7207981,Control,Control,Control
7670792,Control,Control,Control
754626,Control,Control,Control
6885697,Control,Control,Control
5007194,Control,Control,Control
7287568,Test,Test,Test
5848487,Test,Test,Test
1199036,Control,Control,Control
3228987,Test,Test,Test
4413901,Control,Control,Control
8056131,Control,Control,Control
2113565,Control,Control,Control
9684490,Test,Test,Test
6473365,Control,Control,Control
5347718,Test,Test,Test
3112808,Control,Control,Control
8834364,Control,Control,Control
340947,Test,Test,Test
55951,Test,Test,Test
7882402,Test,Test,Test
9977651,Test,Test,Test
6150339,Test,Test,Test
9678771,Control,Control,Control
2748869,Control,Control,Control
7026181,Control,Control,Control
5233024,Test,Test,Test
8495964,Test,Test,Test
1384630,Control,Control,Control
6643172,Control,Control,Control
9453906,Control,Control,Control
3431867,Control,Control,Control
888904,Test,Test,Test
3109616,Test,Test,Test
8694482,Control,Control,Control
4489530,Test,Test,Test
1757187,Test,Test,Test
4385537,Test,Test,Test
2696779,Test,Test,Test
6995126,Control,Control,Control
1375726,Control,Control,Control
7566862,Test,Test,Test
5884804,Test,Test,Test
8476559,Control,Control,Control
5528242,Control,Control,Control
5175851,Control,Control,Control
722950,Control,Control,Control
4074233,Test,Test,Test
6033918,Test,Test,Test
8314254,Test,Test,Test
5284103,Control,Control,Control
576893,Control,Control,Control
63507,Test,Test,Test
3373762,Test,Test,Test
3692447,Test,Test,Test
10363,Test,Test,Test
8623696,Control,Control,Control
3524354,Control,Control,Control
3371715,Control,Control,Control
9428704,Control,Control,Control
5870738,Test,Test,Test
8647458,Test,Test,Test
9442369,Control,Control,Control
134657,Control,Control,Control
4964119,Control,Control,Control
733449,Test,Test,Test
6571419,Test,Test,Test
6362027,Test,Test,Test
820519,Test,Test,Test
1402579,Test,Test,Test
6986354,Test,Test,Test
8980288,Test,Test,Test
5960932,Control,Control,Control
9796521,Test,Test,Test
9239428,Control,Control,Control
5948434,Control,Control,Control
4412923,Test,Test,Test
8256199,Control,Control,Control
649821,Control,Control,Control
2113706,Control,Control,Control
9151563,Control,Control,Control
4191064,Control,Control,Control
587314,Control,Control,Control
9220664,Test,Test,Test
8712,Test,Test,Test
4834980,Test,Test,Test
3484825,Control,Control,Control
9323014,Test,Test,Test
2676574,Control,Control,Control
630035,Test,Test,Test
7781142,Control,Control,Control
2579616,Test,Test,Test
6216106,Control,Control,Control
5324286,Test,Test,Test
1897271,Test,Test,Test
7750337,Control,Control,Control
4149810,Control,Control,Control
7520488,Test,Test,Test
1161091,Test,Test,Test
6605153,Control,Control,Control
7842994,Test,Test,Test
2560331,Control,Control,Control
218589,Test,Test,Test
880523,Test,Test,Test
2436306,Test,Test,Test
1736962,Control,Control,Control
6048335,Test,Test,Test
6088345,Control,Control,Control
4955037,Test,Test,Test
4155300,Control,Control,Control
3245544,Test,Test,Test
2946745,Test,Test,Test
4031392,Control,Control,Control
8156436,Control,Control,Control
2990028,Test,Test,Test
4963938,Test,Test,Test
2560783,Test,Test,Test
9996711,Control,Control,Control
7381859,Test,Test,Test
6635364,Test,Test,Test
263861,Test,Test,Test
3143081,Test,Test,Test
5089978,Test,Test,Test
20537,Control,Control,Control
9947042,Control,Control,Control
7850573,Test,Test,Test
4254346,Test,Test,Test
2300570,Control,Control,Control
9530171,Control,Control,Control
3675846,Control,Control,Control
6705334,Test,Test,Test
3389527,Control,Control,Control
5203411,Control,Control,Control
2244086,Control,Control,Control
8688236,Test,Test,Test
5394514,Test,Test,Test
7966136,Control,Control,Control
8553127,Control,Control,Control
9257058,Control,Control,Control
8965755,Test,Test,Test
9895052,Test,Test,Test
8565532,Test,Test,Test
8564593,Test,Test,Test
9837835,Test,Test,Test
2689588,Test,Test,Test
195310,Control,Control,Control
2380332,Test,Test,Test
9349855,Test,Test,Test
8841326,Control,Control,Control
4929920,Test,Test,Test
6928299,Test,Test,Test
5531284,Control,Control,Control
6695772,Control,Control,Control
7081585,Test,Test,Test
7010100,Test,Test,Test
2822827,Test,Test,Test
330024,Control,Control,Control
1009461,Test,Test,Test
4101933,Test,Test,Test
7533947,Control,Control,Control
3044984,Test,Test,Test
6290836,Control,Control,Control
8621319,Test,Test,Test
5604852,Control,Control,Control
2670282,Test,Test,Test
8280127,Test,Test,Test
8499705,Test,Test,Test
8377138,Test,Test,Test
25043,Control,Control,Control
1200201,Test,Test,Test
2054719,Control,Control,Control
4219157,Test,Test,Test
2690825,Control,Control,Control
8587891,Test,Test,Test
4934404,Control,Control,Control
2814458,Control,Control,Control
3955964,Control,Control,Control
977193,Test,Test,Test
1832539,Test,Test,Test
1881381,Control,Control,Control
7744808,Control,Control,Control
6375577,Control,Control,Control
6282405,Control,Control,Control
6527738,Test,Test,Test
4262740,Test,Test,Test
4123026,Test,Test,Test
2197037,Control,Control,Control
3066822,Test,Test,Test
92808,Control,Control,Control
982273,Control,Control,Control
7212046,Control,Control,Control
933717,Control,Control,Control
5135219,Control,Control,Control
6724958,Control,Control,Control
1002041,Test,Test,Test
3270512,Control,Control,Control
6888080,Test,Test,Test
7910959,Test,Test,Test
2145568,Control,Control,Control
1153300,Control,Control,Control
6064907,Test,Test,Test
5321407,Test,Test,Test
2320742,Control,Control,Control
859913,Test,Test,Test
3625482,Test,Test,Test
5446840,Control,Control,Control
7864981,Control,Control,Control
2751784,Test,Test,Test
704957,Control,Control,Control
9178158,Test,Test,Test
44932,Test,Test,Test
201641,Test,Test,Test
1132005,Control,Control,Control
7820846,Test,Test,Test
8436366,Test,Test,Test
8972228,Control,Control,Control
4018288,Test,Test,Test
7104655,Test,Test,Test
2076943,Test,Test,Test
7501406,Control,Control,Control
8095595,Control,Control,Control
7087545,Control,Control,Control
1085682,Control,Control,Control
8278713,Control,Control,Control
892234,Control,Control,Control
7988764,Control,Control,Control
3623595,Test,Test,Test
6531047,Test,Test,Test
8165001,Test,Test,Test
7574568,Test,Test,Test
2111559,Control,Control,Control
5696154,Control,Control,Control
1970759,Control,Control,Control
5962714,Test,Test,Test
2249993,Control,Control,Control
5817527,Test,Test,Test
6697221,Control,Control,Control
6082949,Control,Control,Control
9389266,Test,Test,Test
4976025,Test,Test,Test
3163173,Control,Control,Control
4867615,Test,Test,Test
8286715,Test,Test,Test
2346767,Control,Control,Control
9192625,Test,Test,Test
5170877,Test,Test,Test
8276980,Control,Control,Control
4663558,Control,Control,Control
2074094,Control,Control,Control
1852509,Test,Test,Test
2411927,Test,Test,Test
5579925,Test,Test,Test
6215911,Control,Control,Control
1971060,Control,Control,Control
8067184,Control,Control,Control
6162550,Test,Test,Test
9907653,Test,Test,Test
8201934,Test,Test,Test
3644201,Test,Test,Test
552600,Control,Control,Control
5398722,Control,Control,Control
9261496,Control,Control,Control
1432192,Control,Control,Control
7967678,Test,Test,Test
9797077,Control,Control,Control
217950,Test,Test,Test
3876955,Control,Control,Control
3436953,Test,Test,Test
5291166,Control,Control,Control
4244178,Control,Control,Control
6887099,Control,Control,Control
6341510,Control,Control,Control
9319822,Test,Test,Test
321755,Test,Test,Test
191300,Test,Test,Test
3718550,Control,Control,Control
7675264,Control,Control,Control
5574016,Test,Test,Test
573200,Test,Test,Test
9466333,Test,Test,Test
2456828,Control,Control,Control
2341335,Test,Test,Test
6055529,Test,Test,Test
1674658,Control,Control,Control
5087709,Control,Control,Control
1271564,Test,Test,Test
8031855,Control,Control,Control
9519918,Control,Control,Control
1661053,Control,Control,Control
2490968,Test,Test,Test
1132302,Test,Test,Test
1037226,Control,Control,Control
86035,Test,Test,Test
1777116,Control,Control,Control
7939420,Test,Test,Test
9987748,Test,Test,Test
7593771,Test,Test,Test
2339348,Test,Test,Test
9247669,Test,Test,Test
7274662,Test,Test,Test
6290002,Test,Test,Test
5388529,Control,Control,Control
5138025,Control,Control,Control
2920410,Control,Control,Control
2250711,Test,Test,Test
5391853,Test,Test,Test
2457355,Control,Control,Control
7951092,Test,Test,Test
4428013,Test,Test,Test
7723845,Test,Test,Test
296285,Control,Control,Control
8402513,Control,Control,Control
56529,Control,Control,Control
3835929,Control,Control,Control
3685917,Test,Test,Test
408685,Test,Test,Test
8112947,Test,Test,Test
3593571,Test,Test,Test
1486639,Control,Control,Control
1220588,Test,Test,Test
1286205,Control,Control,Control
3852344,Test,Test,Test
3049466,Test,Test,Test
7691314,Test,Test,Test
7711967,Control,Control,Control
6278883,Control,Control,Control
8060180,Test,Test,Test
1153740,Control,Control,Control
9756537,Test,Test,Test
5550553,Control,Control,Control
8250635,Test,Test,Test
1969889,Control,Control,Control
7727832,Test,Test,Test
6359472,Test,Test,Test
5848350,Control,Control,Control
5964503,Control,Control,Control
1501512,Test,Test,Test
1829429,Control,Control,Control
9545378,Test,Test,Test
6004086,Test,Test,Test
5347096,Test,Test,Test
6608771,Control,Control,Control
3079521,Test,Test,Test
5543141,Control,Control,Control
2397250,Test,Test,Test
2237617,Control,Control,Control
4947503,Test,Test,Test
5682609,Control,Control,Control
1360544,Test,Test,Test
2377064,Test,Test,Test
8223918,Test,Test,Test
7929795,Control,Control,Control
4846655,Test,Test,Test
4091136,Test,Test,Test
5237891,Control,Control,Control
1357942,Control,Control,Control
5677344,Test,Test,Test
52743,Test,Test,Test
2560272,Test,Test,Test
5340999,Test,Test,Test
9187008,Control,Control,Control
4760057,Test,Test,Test
8830618,Test,Test,Test
1264481,Test,Test,Test
6552010,Test,Test,Test
2061194,Test,Test,Test
9676457,Test,Test,Test
2283044,Control,Control,Control
5060779,Test,Test,Test
3165513,Control,Control,Control
1225744,Test,Test,Test
1758410,Control,Control,Control
5554216,Test,Test,Test
8747292,Test,Test,Test
7563830,Test,Test,Test
3433093,Control,Control,Control
9872392,Control,Control,Control
4563407,Test,Test,Test
4632248,Test,Test,Test
276792,Test,Test,Test
7409617,Control,Control,Control
2431305,Test,Test,Test
5814327,Test,Test,Test
1983087,Test,Test,Test
3694222,Test,Test,Test
3287161,Test,Test,Test
2163368,Test,Test,Test
8989943,Control,Control,Control
2658149,Test,Test,Test
6743149,Control,Control,Control
8100370,Test,Test,Test
9791984,Control,Control,Control
4102473,Control,Control,Control
8803603,Control,Control,Control
2614184,Test,Test,Test
187547,Test,Test,Test
5619976,Test,Test,Test
1202106,Test,Test,Test
4871180,Control,Control,Control
4238536,Control,Control,Control
64635,Test,Test,Test
4125085,Test,Test,Test
1589206,Control,Control,Control
4496935,Control,Control,Control
9566117,Test,Test,Test
8654712,Test,Test,Test
9942850,Test,Test,Test
8095506,Test,Test,Test
7954714,Control,Control,Control
2687712,Test,Test,Test
6346474,Control,Control,Control
4506207,Control,Control,Control
8412164,Test,Test,Test
8537775,Control,Control,Control
8853599,Test,Test,Test
3127959,Test,Test,Test
8479239,Control,Control,Control
3460496,Control,Control,Control
6024402,Control,Control,Control
6223563,Test,Test,Test
5989842,Test,Test,Test
2948707,Control,Control,Control
5140462,Control,Control,Control
5869320,Control,Control,Control
3076639,Control,Control,Control
1398233,Control,Control,Control
9635691,Control,Control,Control
4106857,Test,Test,Test
2674901,Control,Control,Control
693478,Test,Test,Test
1283025,Control,Control,Control
7108597,Test,Test,Test
8207810,Control,Control,Control
7655458,Test,Test,Test
4266091,Control,Control,Control
679426,Control,Control,Control
6284634,Control,Control,Control
4172990,Test,Test,Test
4363760,Test,Test,Test
5070994,Control,Control,Control
5366640,Control,Control,Control
7339781,Test,Test,Test
6675679,Control,Control,Control
4871055,Control,Control,Control
872083,Test,Test,Test
3053842,Test,Test,Test
6802314,Test,Test,Test
9076190,Control,Control,Control
2567267,Test,Test,Test
8768044,Test,Test,Test
3239909,Control,Control,Control
7986402,Test,Test,Test
3416943,Control,Control,Control
5483336,Test,Test,Test
1995844,Test,Test,Test
1112135,Control,Control,Control
5757378,Control,Control,Control
2241980,Test,Test,Test
1818516,Test,Test,Test
7415197,Test,Test,Test
7833014,Control,Control,Control
6106562,Test,Test,Test
7861398,Control,Control,Control
6189931,Control,Control,Control
9552022,Test,Test,Test
9065235,Control,Control,Control
7803837,Test,Test,Test
4060581,Test,Test,Test
841843,Control,Control,Control
743720,Test,Test,Test
6177293,Control,Control,Control
5606858,Test,Test,Test
8747629,Test,Test,Test
7171126,Control,Control,Control
2354035,Control,Control,Control
2839846,Control,Control,Control
1224405,Test,Test,Test
5683989,Test,Test,Test
4537316,Test,Test,Test
8012388,Test,Test,Test
1908897,Control,Control,Control
4583892,Test,Test,Test
9350128,Test,Test,Test
9166923,Control,Control,Control
2418795,Control,Control,Control
1813047,Test,Test,Test
8389965,Control,Control,Control
1941269,Control,Control,Control
301097,Control,Control,Control
9428003,Control,Control,Control
965832,Test,Test,Test
8420369,Test,Test,Test
3265232,Test,Test,Test
5768394,Test,Test,Test
5676993,Control,Control,Control
3112487,Control,Control,Control
2997807,Control,Control,Control
1657400,Test,Test,Test
583917,Control,Control,Control
5563934,Test,Test,Test
4201753,Test,Test,Test
9135308,Test,Test,Test
1339768,Test,Test,Test
9633168,Test,Test,Test
267117,Control,Control,Control
2529590,Control,Control,Control
9439384,Test,Test,Test
816977,Test,Test,Test
1919426,Test,Test,Test
9893523,Control,Control,Control
1203260,Test,Test,Test
9575548,Control,Control,Control
9274883,Test,Test,Test
4454797,Control,Control,Control
2512102,Test,Test,Test
4427477,Test,Test,Test
9166983,Control,Control,Control
7895367,Test,Test,Test
5352556,Test,Test,Test
8624972,Test,Test,Test
4054879,Test,Test,Test
3573704,Test,Test,Test
7949729,Control,Control,Control
3633415,Test,Test,Test
5559545,Test,Test,Test
4699152,Test,Test,Test
7343984,Test,Test,Test
450002,Test,Test,Test
4590615,Test,Test,Test
7718148,Test,Test,Test
76776,Control,Control,Control
3493571,Test,Test,Test
7268896,Test,Test,Test
1736562,Control,Control,Control
4642152,Control,Control,Control
46223,Control,Control,Control
81102,Control,Control,Control
6159261,Control,Control,Control
2744192,Test,Test,Test
481960,Test,Test,Test
4615840,Control,Control,Control
7829117,Control,Control,Control
4398787,Test,Test,Test
4714822,Control,Control,Control
5463569,Test,Test,Test
9784082,Test,Test,Test
4985865,Control,Control,Control
6166970,Test,Test,Test
6285761,Control,Control,Control
3272761,Control,Control,Control
9030756,Test,Test,Test
6305628,Test,Test,Test
4714892,Control,Control,Control
5518993,Control,Control,Control
9941048,Control,Control,Control
5571009,Test,Test,Test
8274871,Control,Control,Control
2977461,Control,Control,Control
8622717,Test,Test,Test
1491063,Control,Control,Control
4879920,Control,Control,Control
1744570,Control,Control,Control
4053170,Control,Control,Control
6174342,Control,Control,Control
6521938,Test,Test,Test
7559241,Test,Test,Test
5833025,Control,Control,Control
7790154,Test,Test,Test
6744969,Control,Control,Control
8707725,Control,Control,Control
9880902,Control,Control,Control
9665382,Control,Control,Control
5438263,Control,Control,Control
1375628,Control,Control,Control
2413234,Control,Control,Control
2270034,Control,Control,Control
2158246,Control,Control,Control
1505791,Test,Test,Test
1501050,Control,Control,Control
5764476,Control,Control,Control
2634860,Test,Test,Test
2850674,Test,Test,Test
738040,Test,Test,Test
1459612,Test,Test,Test
2202835,Test,Test,Test
6954909,Test,Test,Test
6456920,Test,Test,Test
1446719,Control,Control,Control
3048644,Test,Test,Test
6756354,Control,Control,Control
7673166,Test,Test,Test
4955883,Test,Test,Test
6791485,Test,Test,Test
5889920,Test,Test,Test
7544596,Control,Control,Control
4485249,Control,Control,Control
8545770,Control,Control,Control
2662902,Test,Test,Test
1052702,Control,Control,Control
6369921,Control,Control,Control
1814826,Control,Control,Control
9876051,Test,Test,Test
6429670,Control,Control,Control
6131636,Test,Test,Test
9541677,Test,Test,Test
4591361,Test,Test,Test
4447493,Control,Control,Control
1243518,Control,Control,Control
6192101,Control,Control,Control
3098980,Test,Test,Test
3166954,Control,Control,Control
9416381,Test,Test,Test
5268329,Test,Test,Test
8008206,Test,Test,Test
3249783,Control,Control,Control
4233950,Control,Control,Control
1387646,Control,Control,Control
505918,Test,Test,Test
8315626,Control,Control,Control
9578094,Test,Test,Test
9402587,Control,Control,Control
6567268,Test,Test,Test
6221891,Control,Control,Control
6741997,Control,Control,Control
2346401,Control,Control,Control
9937616,Test,Test,Test
4255962,Control,Control,Control
2573092,Test,Test,Test
1434609,Test,Test,Test
2513132,Control,Control,Control
1972962,Test,Test,Test
6466884,Control,Control,Control
8877805,Test,Test,Test
8356074,Control,Control,Control
1741632,Test,Test,Test
4421743,Control,Control,Control
6497656,Test,Test,Test
9261123,Test,Test,Test
2019950,Test,Test,Test
5604547,Control,Control,Control
4675494,Test,Test,Test
725177,Control,Control,Control
154658,Control,Control,Control
3627847,Control,Control,Control
1245725,Control,Control,Control
4214732,Test,Test,Test
8163806,Control,Control,Control
781306,Control,Control,Control
8357336,Test,Test,Test
6103484,Control,Control,Control
1225131,Test,Test,Test
125750,Test,Test,Test
2578113,Test,Test,Test
1119544,Control,Control,Control
5871072,Test,Test,Test
7614090,Test,Test,Test
7511703,Test,Test,Test
1942841,Test,Test,Test
6512974,Test,Test,Test
9730813,Test,Test,Test
1423566,Test,Test,Test
700435,Test,Test,Test
239127,Test,Test,Test
438935,Test,Test,Test
8167168,Control,Control,Control
559937,Test,Test,Test
5556100,Control,Control,Control
5299415,Test,Test,Test
2218050,Test,Test,Test
8225827,Test,Test,Test
3413858,Test,Test,Test
6903689,Test,Test,Test
6968255,Control,Control,Control
1919694,Test,Test,Test
3507030,Test,Test,Test
1176732,Test,Test,Test
2255252,Control,Control,Control
2902236,Test,Test,Test
5027912,Control,Control,Control
4206279,Control,Control,Control
1794872,Control,Control,Control
2289446,Control,Control,Control
2924134,Control,Control,Control
6743658,Test,Test,Test
6736185,Test,Test,Test
2071121,Control,Control,Control
6156784,Test,Test,Test
2531839,Control,Control,Control
3542559,Control,Control,Control
3775339,Test,Test,Test
1659811,Test,Test,Test
579564,Test,Test,Test
6108156,Test,Test,Test
4928421,Test,Test,Test
7605909,Control,Control,Control
7356919,Test,Test,Test
5850303,Control,Control,Control
8859689,Control,Control,Control
1353432,Test,Test,Test
6587813,Control,Control,Control
1987005,Test,Test,Test
7728997,Test,Test,Test
1270300,Control,Control,Control
8654887,Control,Control,Control
942896,Test,Test,Test
2487977,Test,Test,Test
9565792,Test,Test,Test
4602770,Control,Control,Control
7285382,Test,Test,Test
8339282,Control,Control,Control
3639755,Test,Test,Test
9304086,Test,Test,Test
5700762,Test,Test,Test
1892205,Control,Control,Control
9254977,Control,Control,Control
9341510,Control,Control,Control
5744207,Control,Control,Control
4034714,Control,Control,Control
2517380,Test,Test,Test
2343322,Control,Control,Control
9538905,Test,Test,Test
8611098,Control,Control,Control
3497410,Control,Control,Control
2058253,Test,Test,Test
3818808,Control,Control,Control
9299048,Control,Control,Control
6732225,Control,Control,Control
6749393,Test,Test,Test
2946761,Control,Control,Control
721104,Control,Control,Control
9578004,Test,Test,Test
4020479,Test,Test,Test
2079150,Test,Test,Test
7842221,Control,Control,Control
8499074,Control,Control,Control
7548071,Test,Test,Test
5523293,Test,Test,Test
4105704,Test,Test,Test
5256648,Control,Control,Control
834028,Test,Test,Test
5875249,Test,Test,Test
7706526,Test,Test,Test
3127476,Test,Test,Test
7419178,Control,Control,Control
4365679,Test,Test,Test
1909968,Test,Test,Test
4986675,Test,Test,Test
2686458,Test,Test,Test
5238327,Control,Control,Control
4900085,Control,Control,Control
6962063,Test,Test,Test
7183351,Control,Control,Control
3961904,Control,Control,Control
2886145,Test,Test,Test
6023597,Control,Control,Control
2359598,Control,Control,Control
7920663,Test,Test,Test
7279398,Test,Test,Test
2002054,Control,Control,Control
1593753,Test,Test,Test
9826969,Control,Control,Control
2434294,Control,Control,Control
4876049,Test,Test,Test
2413409,Control,Control,Control
3813496,Test,Test,Test
166154,Test,Test,Test
5512376,Test,Test,Test
4159208,Control,Control,Control
4164346,Control,Control,Control
4426751,Test,Test,Test
3644464,Test,Test,Test
2005476,Test,Test,Test
5058901,Test,Test,Test
624300,Test,Test,Test
5216939,Test,Test,Test
5639772,Test,Test,Test
8460140,Test,Test,Test
9765552,Control,Control,Control
7344008,Control,Control,Control
9555295,Control,Control,Control
6518936,Control,Control,Control
1958549,Test,Test,Test
4173631,Test,Test,Test
9395390,Control,Control,Control
4312954,Test,Test,Test
1297993,Test,Test,Test
660424,Control,Control,Control
2405238,Test,Test,Test
8510356,Test,Test,Test
5730234,Control,Control,Control
507138,Control,Control,Control
787956,Test,Test,Test
8902243,Control,Control,Control
8041948,Test,Test,Test
3154259,Control,Control,Control
2059449,Control,Control,Control
8694873,Test,Test,Test
2584464,Control,Control,Control
3431620,Test,Test,Test
5870259,Test,Test,Test
4104349,Test,Test,Test
8363289,Control,Control,Control
5021787,Control,Control,Control
4774764,Test,Test,Test
2330451,Control,Control,Control
7041596,Control,Control,Control
5162401,Control,Control,Control
1212758,Control,Control,Control
9377464,Control,Control,Control
