client_id,Variation_x,Variation_y,Variation
6362594,Control,Control,Control
749827,Test,Test,Test
8462755,Control,Control,Control
766467,Control,Control,Control
7829434,Control,Control,Control
4374006,Test,Test,Test
5586955,Test,Test,Test
5364422,Test,Test,Test
4374056,Test,Test,Test
9817774,Test,Test,Test
4040468,Test,Test,Test
5651761,Test,Test,Test
1003061,Control,Control,Control
4516267,Control,Control,Control
71476,Control,Control,Control
5599391,Control,Control,Control
2615082,Test,Test,Test
8466565,Test,Test,Test
2471812,Test,Test,Test
864721,Control,Control,Control
5766460,Test,Test,Test
6379996,Test,Test,Test
3391330,Test,Test,Test
5449569,Test,Test,Test
3028832,Test,Test,Test
3703213,Test,Test,Test
1555813,Test,Test,Test
2095170,Test,Test,Test
837625,Control,Control,Control
1735341,Control,Control,Control
3216999,Control,Control,Control
5721401,Test,Test,Test
9542949,Control,Control,Control
9894399,Control,Control,Control
5242744,Test,Test,Test
5566976,Test,Test,Test
934442,Control,Control,Control
4363111,Control,Control,Control
9340301,Control,Control,Control
9967085,Control,Control,Control
6251290,Test,Test,Test
9573768,Control,Control,Control
160938,Control,Control,Control
5525291,Test,Test,Test
2674649,Control,Control,Control
3399215,Control,Control,Control
6804613,Control,Control,Control
928670,Test,Test,Test
9960929,Test,Test,Test
7858061,Test,Test,Test
7471769,Control,Control,Control
65845,Control,Control,Control
1732360,Control,Control,Control
6591984,Control,Control,Control
4133463,Test,Test,Test
2541876,Test,Test,Test
1483517,Test,Test,Test
2044842,Control,Control,Control
707815,Test,Test,Test
5457890,Control,Control,Control
6455115,Control,Control,Control
180404,Control,Control,Control
7263999,Test,Test,Test
2622312,Control,Control,Control
8962467,Control,Control,Control
2190311,Test,Test,Test
3806081,Test,Test,Test
6061376,Control,Control,Control
3570669,Control,Control,Control
7477624,Control,Control,Control
6282795,Control,Control,Control
6324067,Control,Control,Control
5432649,Control,Control,Control
331379,Control,Control,Control
2062763,Test,Test,Test
1163409,Test,Test,Test
2553718,Test,Test,Test
2759297,Test,Test,Test
9173795,Test,Test,Test
9077478,Test,Test,Test
287756,Control,Control,Control
9076007,Test,Test,Test
3495059,Control,Control,Control
1949154,Control,Control,Control
4219577,Control,Control,Control
7688646,Control,Control,Control
2741439,Test,Test,Test
1227035,Test,Test,Test
8728382,Control,Control,Control
463029,Test,Test,Test
7463451,Control,Control,Control
7069926,Test,Test,Test
7543252,Control,Control,Control
9382892,Test,Test,Test
6191302,Control,Control,Control
5617039,Test,Test,Test
1565127,Test,Test,Test
3531620,Control,Control,Control
7283635,Control,Control,Control
8911405,Test,Test,Test
9777919,Test,Test,Test
2857152,Test,Test,Test
8608071,Test,Test,Test
9154283,Test,Test,Test
7680107,Control,Control,Control
2133839,Control,Control,Control
1585267,Test,Test,Test
3016724,Control,Control,Control
161491,Control,Control,Control
6106468,Control,Control,Control
8182943,Test,Test,Test
3239523,Control,Control,Control
8538655,Test,Test,Test
5322608,Control,Control,Control
9128593,Control,Control,Control
5823616,Test,Test,Test
4706669,Control,Control,Control
6431498,Control,Control,Control
5841499,Control,Control,Control
3703282,Control,Control,Control
3571495,Control,Control,Control
451443,Control,Control,Control
6637378,Test,Test,Test
8463084,Control,Control,Control
3836344,Control,Control,Control
4258976,Test,Test,Test
3669611,Control,Control,Control
8939444,Control,Control,Control
5644756,Control,Control,Control
3923657,Test,Test,Test
4305565,Control,Control,Control
5089039,Control,Control,Control
8965532,Control,Control,Control
943003,Test,Test,Test
2357486,Test,Test,Test
9398963,Test,Test,Test
1731028,Test,Test,Test
8753196,Control,Control,Control
6407208,Control,Control,Control
2304952,Test,Test,Test
9788829,Test,Test,Test
2567360,Test,Test,Test
4935415,Test,Test,Test
2796936,Control,Control,Control
4087981,Control,Control,Control
1324064,Control,Control,Control
2649386,Test,Test,Test
2854435,Test,Test,Test
637858,Control,Control,Control
6121098,Test,Test,Test
1322426,Test,Test,Test
7336361,Test,Test,Test
4623083,Test,Test,Test
5617888,Test,Test,Test
9638466,Control,Control,Control
1527623,Control,Control,Control
7758621,Test,Test,Test
9603341,Control,Control,Control
3418762,Control,Control,Control
6240775,Test,Test,Test
7564737,Test,Test,Test
9128690,Test,Test,Test
2195243,Test,Test,Test
4147935,Test,Test,Test
3062998,Test,Test,Test
487462,Test,Test,Test
2353193,Control,Control,Control
5588396,Test,Test,Test
4917803,Control,Control,Control
5490654,Test,Test,Test
6742624,Control,Control,Control
1758566,Control,Control,Control
9322805,Test,Test,Test
2159101,Test,Test,Test
9716117,Control,Control,Control
1663358,Test,Test,Test
9416337,Control,Control,Control
8201398,Control,Control,Control
5916407,Test,Test,Test
3678111,Test,Test,Test
3960380,Test,Test,Test
5715241,Control,Control,Control
6388327,Control,Control,Control
5249171,Test,Test,Test
8696157,Control,Control,Control
5871224,Test,Test,Test
4744245,Control,Control,Control
2430937,Test,Test,Test
780112,Test,Test,Test
809082,Test,Test,Test
9612831,Control,Control,Control
1865475,Test,Test,Test
597792,Test,Test,Test
233601,Control,Control,Control
1288151,Test,Test,Test
8482662,Control,Control,Control
174806,Control,Control,Control
8620393,Test,Test,Test
5919352,Control,Control,Control
7397258,Control,Control,Control
1311965,Control,Control,Control
37408,Control,Control,Control
8806276,Test,Test,Test
269636,Control,Control,Control
7379864,Test,Test,Test
5472730,Control,Control,Control
9646248,Test,Test,Test
2825830,Control,Control,Control
6595818,Test,Test,Test
9740561,Control,Control,Control
9778121,Test,Test,Test
8089534,Test,Test,Test
1269483,Test,Test,Test
6828613,Test,Test,Test
6724757,Test,Test,Test
7024149,Control,Control,Control
6183060,Test,Test,Test
6379127,Control,Control,Control
7602354,Control,Control,Control
345640,Test,Test,Test
5180590,Test,Test,Test
866133,Test,Test,Test
1953574,Test,Test,Test
7817761,Test,Test,Test
3133001,Test,Test,Test
2162418,Test,Test,Test
4038383,Test,Test,Test
6019257,Control,Control,Control
3751021,Test,Test,Test
9750016,Control,Control,Control
979164,Test,Test,Test
5810734,Test,Test,Test
1756663,Control,Control,Control
6267076,Control,Control,Control
196053,Control,Control,Control
6741529,Control,Control,Control
9132831,Test,Test,Test
5060221,Control,Control,Control
2968554,Control,Control,Control
3401354,Test,Test,Test
3132213,Control,Control,Control
8891903,Test,Test,Test
8242142,Test,Test,Test
301165,Test,Test,Test
6078664,Test,Test,Test
152356,Control,Control,Control
8097000,Control,Control,Control
242235,Test,Test,Test
2363857,Control,Control,Control
31502,Control,Control,Control
6494639,Control,Control,Control
8136342,Control,Control,Control
3445770,Test,Test,Test
626494,Test,Test,Test
3874722,Control,Control,Control
7723706,Test,Test,Test
2936450,Test,Test,Test
7276456,Control,Control,Control
2563749,Control,Control,Control
8597519,Control,Control,Control
8870501,Test,Test,Test
160741,Test,Test,Test
8891137,Test,Test,Test
8254513,Control,Control,Control
1374352,Test,Test,Test
775176,Control,Control,Control
1842343,Control,Control,Control
329631,Control,Control,Control
4542043,Control,Control,Control
7825280,Test,Test,Test
6745139,Test,Test,Test
6010099,Test,Test,Test
3905636,Test,Test,Test
283734,Test,Test,Test
7957690,Control,Control,Control
8069676,Control,Control,Control
6396836,Test,Test,Test
1423055,Test,Test,Test
3135162,Test,Test,Test
3623291,Test,Test,Test
7344865,Control,Control,Control
825852,Control,Control,Control
2247954,Test,Test,Test
2712519,Control,Control,Control
1064476,Test,Test,Test
5738894,Control,Control,Control
2806504,Control,Control,Control
282077,Control,Control,Control
3770237,Control,Control,Control
499699,Test,Test,Test
6195846,Control,Control,Control
3920526,Test,Test,Test
1900411,Control,Control,Control
648881,Test,Test,Test
7937128,Test,Test,Test
6081769,Test,Test,Test
5662925,Control,Control,Control
4129662,Test,Test,Test
8705202,Control,Control,Control
1485054,Test,Test,Test
9171585,Test,Test,Test
981888,Control,Control,Control
9390879,Test,Test,Test
7563831,Test,Test,Test
103669,Test,Test,Test
8902463,Control,Control,Control
8409638,Test,Test,Test
7583640,Control,Control,Control
8413740,Control,Control,Control
4145746,Test,Test,Test
8171000,Control,Control,Control
8586525,Test,Test,Test
3667191,Test,Test,Test
5112619,Control,Control,Control
930021,Test,Test,Test
3086953,Test,Test,Test
5804913,Test,Test,Test
5057948,Control,Control,Control
6932133,Control,Control,Control
4142763,Test,Test,Test
2558031,Control,Control,Control
6601606,Control,Control,Control
9993047,Control,Control,Control
2077336,Control,Control,Control
7598039,Test,Test,Test
7031386,Control,Control,Control
254491,Control,Control,Control
8003355,Test,Test,Test
7923876,Control,Control,Control
8443142,Test,Test,Test
8253753,Test,Test,Test
1154031,Control,Control,Control
7202634,Test,Test,Test
7882288,Test,Test,Test
9263439,Test,Test,Test
1662843,Control,Control,Control
5790286,Control,Control,Control
823482,Control,Control,Control
7534562,Test,Test,Test
8326453,Test,Test,Test
2929334,Test,Test,Test
9669255,Test,Test,Test
2555657,Test,Test,Test
5703905,Test,Test,Test
4439304,Test,Test,Test
3673713,Control,Control,Control
2775504,Test,Test,Test
770147,Control,Control,Control
3450220,Test,Test,Test
6396865,Control,Control,Control
6571403,Control,Control,Control
8014451,Control,Control,Control
1273901,Test,Test,Test
8807567,Test,Test,Test
5856806,Test,Test,Test
685442,Control,Control,Control
3188445,Control,Control,Control
5225442,Test,Test,Test
2854662,Test,Test,Test
3449302,Control,Control,Control
8182204,Control,Control,Control
2809254,Test,Test,Test
2529944,Test,Test,Test
7050904,Test,Test,Test
8627381,Control,Control,Control
5926577,Test,Test,Test
8151693,Control,Control,Control
6168374,Control,Control,Control
881057,Test,Test,Test
5555638,Control,Control,Control
41516,Control,Control,Control
5552819,Control,Control,Control
2763758,Control,Control,Control
9599875,Test,Test,Test
5245124,Test,Test,Test
4740032,Test,Test,Test
9006692,Test,Test,Test
4156608,Test,Test,Test
240400,Control,Control,Control
3236351,Test,Test,Test
5065737,Test,Test,Test
7143633,Control,Control,Control
6735099,Control,Control,Control
9404539,Control,Control,Control
9923389,Control,Control,Control
503051,Control,Control,Control
1669156,Test,Test,Test
6542682,Control,Control,Control
86780,Test,Test,Test
2572041,Control,Control,Control
2736294,Test,Test,Test
5875727,Control,Control,Control
9465015,Test,Test,Test
239291,Test,Test,Test
7258079,Test,Test,Test
4914129,Control,Control,Control
2010851,Control,Control,Control
6623614,Control,Control,Control
9101443,Control,Control,Control
6157625,Test,Test,Test
3007171,Test,Test,Test
353727,Control,Control,Control
379137,Control,Control,Control
260044,Test,Test,Test
42725,Test,Test,Test
2819518,Test,Test,Test
6862532,Test,Test,Test
6036804,Test,Test,Test
3329380,Test,Test,Test
2898817,Control,Control,Control
244011,Test,Test,Test
786681,Control,Control,Control
941279,Control,Control,Control
581882,Control,Control,Control
478808,Test,Test,Test
2937724,Control,Control,Control
773462,Control,Control,Control
4766855,Test,Test,Test
7893040,Control,Control,Control
3423690,Control,Control,Control
2153015,Control,Control,Control
8538953,Control,Control,Control
6490503,Control,Control,Control
966341,Test,Test,Test
515712,Control,Control,Control
2395001,Control,Control,Control
460257,Test,Test,Test
2237376,Test,Test,Test
533320,Control,Control,Control
1814949,Test,Test,Test
118415,Control,Control,Control
270682,Control,Control,Control
3407926,Control,Control,Control
3812607,Test,Test,Test
2620242,Control,Control,Control
9887430,Test,Test,Test
8671775,Control,Control,Control
938268,Test,Test,Test
3272906,Test,Test,Test
8486603,Control,Control,Control
4187527,Control,Control,Control
8150031,Test,Test,Test
356783,Control,Control,Control
6796179,Control,Control,Control
8876038,Test,Test,Test
1341612,Test,Test,Test
5156080,Test,Test,Test
4135832,Test,Test,Test
1636131,Control,Control,Control
9618925,Control,Control,Control
6399218,Test,Test,Test
6199688,Control,Control,Control
6462925,Test,Test,Test
6340179,Control,Control,Control
4649676,Test,Test,Test
6343693,Control,Control,Control
7538120,Control,Control,Control
148037,Control,Control,Control
50325,Test,Test,Test
7852915,Control,Control,Control
1941272,Test,Test,Test
963164,Control,Control,Control
3592062,Control,Control,Control
7777790,Test,Test,Test
7259206,Test,Test,Test
6292773,Control,Control,Control
6949668,Control,Control,Control
108419,Test,Test,Test
8866432,Test,Test,Test
7430457,Test,Test,Test
7059321,Control,Control,Control
115839,Test,Test,Test
6139333,Test,Test,Test
5609004,Control,Control,Control
4564948,Test,Test,Test
4108261,Test,Test,Test
4296623,Control,Control,Control
2387182,Control,Control,Control
3382714,Control,Control,Control
4366790,Test,Test,Test
6928355,Test,Test,Test
5489642,Test,Test,Test
5457087,Test,Test,Test
5793876,Test,Test,Test
9772972,Control,Control,Control
4752282,Control,Control,Control
5807085,Test,Test,Test
2482224,Control,Control,Control
8115079,Control,Control,Control
3103157,Test,Test,Test
1666696,Test,Test,Test
6571686,Control,Control,Control
4391047,Control,Control,Control
2952896,Test,Test,Test
4350833,Control,Control,Control
8166616,Control,Control,Control
4540109,Test,Test,Test
5636190,Test,Test,Test
3556889,Test,Test,Test
7136865,Control,Control,Control
3766006,Test,Test,Test
2090574,Test,Test,Test
3128635,Test,Test,Test
6198147,Test,Test,Test
9160341,Test,Test,Test
9409908,Control,Control,Control
5642208,Test,Test,Test
8985316,Control,Control,Control
5777036,Control,Control,Control
3394078,Test,Test,Test
5261313,Control,Control,Control
8818002,Test,Test,Test
5241981,Test,Test,Test
6255565,Control,Control,Control
7349912,Test,Test,Test
1425912,Test,Test,Test
6253802,Control,Control,Control
3343218,Test,Test,Test
5968033,Control,Control,Control
8585073,Test,Test,Test
144773,Control,Control,Control
4726935,Test,Test,Test
1770552,Control,Control,Control
3407812,Test,Test,Test
4852240,Control,Control,Control
5625895,Control,Control,Control
6581703,Control,Control,Control
4862941,Test,Test,Test
6576742,Test,Test,Test
6808577,Test,Test,Test
1216772,Test,Test,Test
7044580,Control,Control,Control
7301619,Test,Test,Test
8002672,Control,Control,Control
6255724,Test,Test,Test
4646433,Control,Control,Control
9816717,Control,Control,Control
2478628,Test,Test,Test
1605677,Test,Test,Test
5598911,Control,Control,Control
9938104,Test,Test,Test
8498591,Control,Control,Control
7385999,Control,Control,Control
5757723,Control,Control,Control
4992306,Control,Control,Control
1181777,Control,Control,Control
204361,Control,Control,Control
4972552,Control,Control,Control
5021259,Control,Control,Control
3089372,Test,Test,Test
2411318,Control,Control,Control
267299,Control,Control,Control
3756516,Test,Test,Test
3177299,Test,Test,Test
1667795,Control,Control,Control
2626569,Test,Test,Test
4077197,Test,Test,Test
7691865,Test,Test,Test
1830511,Control,Control,Control
4916553,Test,Test,Test
7511654,Control,Control,Control
4834299,Test,Test,Test
1462470,Test,Test,Test
9424502,Control,Control,Control
1194408,Control,Control,Control
3192339,Test,Test,Test
3710720,Control,Control,Control
5588167,Test,Test,Test
612481,Control,Control,Control
1316402,Test,Test,Test
428188,Control,Control,Control
1912082,Test,Test,Test
4070915,Test,Test,Test
5469096,Control,Control,Control
5037795,Control,Control,Control
8548477,Test,Test,Test
1759261,Control,Control,Control
640995,Test,Test,Test
673672,Control,Control,Control
9575330,Test,Test,Test
5004515,Test,Test,Test
3698628,Control,Control,Control
9787741,Control,Control,Control
1300224,Test,Test,Test
6765138,Test,Test,Test
